page_number,response_content
1133,"```json
{
  ""Page Number"": 299,
  ""Content"": ""[8-Max MTT, 10bb] SB vs BB limped pot. Action checks down to the river on 7♠ 4♥ 4♦ 2♠ 7♥. What is the weakest hand class SB can block for value? A: Overpairs B: Ace high C: King high D: Queen high"",
  ""Questions"": ""What is the weakest hand class SB can block for value?"",
  ""Graph Explanation"": {
    ""graph1"": ""The graph represents actions and betting frequencies between the Small Blind (SB) and Big Blind (BB) over several betting rounds. On the flop of 7♠, 4♥, 4♦, the SB checks while the BB also checks. On the turn, a 2♠ is dealt. The BB bets with a frequency of 33%, and the SB checks. On the river, a 7♥ completes the board. In this round, the SB's actions show 'Check,' 'Bet 2' (67%), 'Bet 2.5' (83%), 'Bet 3' (100%), and 'Allin 9' (300%). The BB's options include 'Bet 1' (33%), 'Bet 2' (67%), 'Bet 3' (100%), and 'Allin 9' (300%). These actions and percentages indicate the strategic decisions and ranges of the players at different stages of the hand.""
  }
}
```"
1134,"```json
{
  ""Page Number"": 299,
  ""Content"": ""Finding Thin Value in Checked Down Pots\nCorrect answer D: Queen high"",
  ""Graph Explanation"": {
    ""graph1"": ""The graph illustrates the SB river strategy. Each combination of cards, such as AKo, KKs, QJs, is represented in a grid, indicating various hands. The colors probably indicate actions such as checking, betting, or folding. Dark red likely represents hands that fold, dark green for bets, and possibly mixed actions in other colors, though the legend is not visible. Important combinations such as QJs, QTs, Q9s, and others are marked, suggesting high relative strength or preferred actions, with a focus on Queen high combinations.""
  }
}
```"
1135,"```json
{
  ""Page Number"": 299,
  ""Content"": ""Hand strength is heavily affected by previous actions. BB bets most of their A-high and better before this point.\n\nQueen high has 65-70% equity in this line and is strong enough to seek value."",
  ""Graph Explanation"": ""The graph titled 'SB equity on river' illustrates the equity percentage for different hand ranges when the small blind is on the river. It uses a color-coded system to indicate equity strength, with specific hand combinations like QTs, QJo, KJs, etc. The graph suggests how various hands perform in terms of equity, highlighting situations where hand strengths have more or less advantage.""
}
```"
1136,"```json
{
  ""Page Number"": 299,
  ""Content"": ""River ranges - Note that BB needs to call with Jack high!"",
  ""Graph Explanation"": {
    ""graph1"": {
      ""Ranges"": {
        ""AA"": ""AKo, KK, KQo"",
        ""AKs"": ""KK, QQ"",
        ""AQs"": ""KJs, QJs, JTs"",
        ""AJs"": ""JTs, T9s"",
        ""ATs"": ""98s, 87s, 76s"",
        ""A5s"": ""95s, 84s"",
        ""A4s"": ""75s, 64s"",
        ""A3s"": ""54s"",
        ""A2s"": ""43s"",
        ""KQo"": ""QTs, JTs"",
        ""KJo"": ""JTo, T9o"",
        ""KTo"": ""98o, 87o"",
        ""QQ"": ""JJ, TT, 99, 88"",
        ""JJ"": ""TT, 99"",
        ""JTs"": ""T9s, 98s"",
        ""QJo"": ""KJo, JTo, T9o"",
        ""QTo"": ""T9o"",
        ""Q9o"": ""J9o, T9o"",
        ""T9s"": ""98s, 97s"",
        ""T8s"": ""97s, 86s"",
        ""64s"": ""32s"",
        ""32s"": """"
      }
    },
    ""graph2"": {
      ""Ranges"": {
        ""AA"": ""KK, QQ, JJ"",
        ""AKs"": ""KKs"",
        ""AQs"": ""KQo, QJo"",
        ""AJs"": ""JTs, T9s, 98s"",
        ""ATs"": ""87s, 76s"",
        ""A5s"": ""65s, 54s"",
        ""A4s"": ""K8s"",
        ""KQo"": ""JTo, QJo, T9o"",
        ""KJo"": ""J9o"",
        ""KTo"": ""98o"",
        ""QQ"": ""JJ, TT, 99, 88"",
        ""JJ"": ""TT"",
        ""JTs"": ""T9s"",
        ""QJo"": ""JTo"",
        ""T9s"": ""98s"",
        ""T8s"": ""87s"",
        ""32s"": """"
      }
    }
  }
}
```"
1137,"```json
{
  ""page_number"": 300,
  ""content"": ""[8-Max MTT, 17bb] BTN vs BB single-raised pot. BB check-calls a 33% flop c-bet, a 55% turn barrel and faces a 43% river shove on T♠ 6♥ 2♠ 4♦ 8♣."",
  ""questions"": ""Which hand does BB begin to fold?"",
  ""graph_explanation"": {
    ""graph1"": ""Pre-flop action: BTN raises to 2, SB folds, BB calls. Flop (5.5): T♠ 6♥ 2. BB checks, BTN bets 1.8 (33%), BB calls. Turn (9.1): 4♦. BB checks, BTN bets 5 (55%), BB calls. River (19.1): 8♣. BB checks, BTN goes all-in 8.2 (43%). BB takes action.""
  }
}
```"
1138,"```json
{
  ""Page Number"": 300,
  ""Content"": ""MTT BLUFF CATCHING VS SHORT STACK TRIPLE BARREL\nCorrect answer B: 9♠ 6♦\nBB river strategy"",
  ""Graph Explanation"": {
    ""BB River Strategy"": {
      ""Hand Matrix"": [
        {""AA"": "" "", ""AKs"": "" "", ""AQs"": "" "", ""AJs"": "" "", ""ATs"": "" "", ""A9s"": "" "", ""A8s"": "" "", ""A7s"": "" "", ""A6s"": "" "", ""A5s"": "" "", ""A4s"": "" "", ""A3s"": "" "", ""A2s"": "" ""},
        {""AKo"": "" "", ""KK"": "" "", ""KQs"": "" "", ""KJs"": "" "", ""KTs"": "" "", ""K9s"": "" "", ""K8s"": "" "", ""K7s"": "" "", ""K6s"": "" "", ""K5s"": "" "", ""K4s"": "" "", ""K3s"": "" "", ""K2s"": "" ""},
        {""KQo"": "" "", ""QQ"": "" "", ""QJs"": "" "", ""QTs"": "" "", ""Q9s"": "" "", ""Q8s"": "" "", ""Q7s"": "" "", ""Q6s"": "" "", ""Q5s"": "" "", ""Q4s"": "" "", ""Q3s"": "" "", ""Q2s"": "" ""},
        {""KJo"": "" "", ""QJo"": "" "", ""JJ"": "" "", ""JTs"": "" "", ""J9s"": "" "", ""J8s"": "" "", ""J7s"": "" "", ""J6s"": "" "", ""J5s"": "" "", ""J4s"": "" "", ""J3s"": "" "", ""J2s"": "" ""},
        {""KTo"": "" "", ""QTo"": "" "", ""JTo"": "" "", ""TT"": "" "", ""T9s"": "" "", ""T8s"": "" "", ""T7s"": "" "", ""T6s"": "" "", ""T5s"": "" "", ""T4s"": "" "", ""T3s"": "" "", ""T2s"": "" ""},
        {""K9o"": "" "", ""Q9o"": "" "", ""J9o"": "" "", ""T9o"": "" "", ""99"": "" "", ""98s"": "" "", ""97s"": "" "", ""96s"": "" "", ""95s"": "" "", ""94s"": "" "", ""93s"": "" "", ""92s"": "" ""},
        {""K8o"": "" "", ""Q8o"": "" "", ""J8o"": "" "", ""T8o"": "" "", ""98o"": "" "", ""88"": "" "", ""87s"": "" "", ""86s"": "" "", ""85s"": "" "", ""84s"": "" "", ""83s"": "" "", ""82s"": "" ""},
        {""K7o"": "" "", ""Q7o"": "" "", ""J7o"": "" "", ""T7o"": "" "", ""97o"": "" "", ""87o"": "" "", ""77"": "" "", ""76s"": "" "", ""75s"": "" "", ""74s"": "" "", ""73s"": "" "", ""72s"": "" ""},
        {""K6o"": "" "", ""Q6o"": "" "", ""J6o"": "" "", ""T6o"": "" "", ""96o"": "" "", ""86o"": "" "", ""76o"": "" "", ""66"": "" "", ""65s"": "" "", ""64s"": "" "", ""63s"": "" "", ""62s"": "" ""},
        {""A5o"": "" "", ""K5o"": "" "", ""Q5o"": "" "", ""J5o"": "" "", ""T5o"": "" "", ""95o"": "" "", ""85o"": "" "", ""75o"": "" "", ""65o"": "" "", ""55"": "" "", ""54s"": "" "", ""53s"": "" "", ""52s"": "" ""},
        {""A4o"": "" "", ""K4o"": "" "", ""Q4o"": "" "", ""J4o"": "" "", ""T4o"": "" "", ""94o"": "" "", ""84o"": "" "", ""74o"": "" "", ""64o"": "" "", ""54o"": "" "", ""44"": "" "", ""43s"": "" "", ""42s"": "" ""},
        {""A3o"": "" "", ""K3o"": "" "", ""Q3o"": "" "", ""J3o"": "" "", ""T3o"": "" "", ""93o"": "" "", ""83o"": "" "", ""73o"": "" "", ""63o"": "" "", ""53o"": "" "", ""43o"": "" "", ""33"": "" "", ""32s"": "" ""},
        {""A2o"": "" "", ""K2o"": "" "", ""Q2o"": "" "", ""J2o"": "" "", ""T2o"": "" "", ""92o"": "" "", ""82o"": "" "", ""72o"": "" "", ""62o"": "" "", ""52o"": "" "", ""42o"": "" "", ""32o"": "" "", ""22"": "" ""}
      ]
    }
  }
}
```"
1139,"```json
{
  ""Page Number"": 300,
  ""Content"": ""BB fast-plays most of their top pair on prior streets.\n\nBTN shoves hands as weak as Q6 for value and BB always calls down Q6 and better."",
  ""Graph Explanation"": {
    ""BTN shoving range"": [
      ""A6s"",
      ""K9s"",
      ""K6s"",
      ""K5s"",
      ""Q8s"",
      ""Q6s"",
      ""J8s"",
      ""J6s"",
      ""T8s"",
      ""97s"",
      ""96s"",
      ""87s"",
      ""86s"",
      ""77"",
      ""76s""
    ]
  }
}
```"
1140,"```json
{
  ""Page Number"": 300,
  ""Content"": ""BLUFF CATCHING VS SHORT STACK TRIPLE BARREL\n\nBB fast-plays most of their top pair on prior streets.\nBTN shoves hands as weak as Q6 for value and BB always calls down Q6 and better.\n\n9 of diamonds, A of hearts and K of clubs are all bluff catchers but the 9 of spades blocks bluffs like 9 of spades 7 of spades and is therefore a poor card to hold.\n\nBB calls down nearly all their 6x that doesn't contain a spade."",
  ""Graph Explanation"": {
    ""Graph"": ""The graph shows a board with cards: 10 of spades, 6 of hearts, 2 of spades, 4 of diamonds, 8 of clubs. It describes how BB (Big Blind) fast-plays top pairs, BTN (Button) shoves weak hands, and BB's calling strategy based on card suits, specifically mentioning cards used as bluff catchers and the effect of having the 9 of spades.""
  }
}
```"
1141,"```json
{
  ""page_number"": 301,
  ""content"": ""[HU MTT, 16bb] SB (IP) open shoves. Which hand(s) does BB call?\n\nA: A2o\nB: KQo\nC: T8s\nD: 76s"",
  ""graph_explanation"": {
    ""description"": ""A graphical representation of a heads-up match setup in a multi-table tournament (MTT) setting where the small blind (SB) with 16 big blinds (bb) shoves all-in. The big blind (BB) has 15 big blinds remaining. The graph displays positions SB and BB, their respective chip stacks, and the decision point for BB to call or fold.""
  },
  ""questions"": [
    ""SB (IP) open shoves. Which hand(s) does BB call?""
  ]
}
```"
1142,"```json
{
  ""page_number"": 301,
  ""content"": ""MTT\nCALLING VS SHORT STACK SHOVES\nCorrect answer\nC: T8s\nD: 76s"",
  ""questions"": null,
  ""graph_explanation"": {
    ""graph1"": ""The graph presents a BB strategy and Expected Value (EV) versus shoves. The grid is composed of different Texas Hold'em hands, with blue and green coloring indicating whether these hands should be folded or called against a short stack shove. The hands are arranged with suited aces (A2s, A3s, etc.), broadway cards (KQs, QJs, etc.), and suited connectors (76s, 87s, etc.). The green cells represent the hands that are favorable to call (e.g., KQs, QTs, JTs, T9s), whereas the blue cells indicate hands that should be folded (e.g., 32o, 42o, 53o). The correct hands to call include suited connectors like T8s and 76s, as highlighted in the answer section.""
  }
}
```"
1143,"```json
{
  ""Page Number"": 301,
  ""Content"": ""SB shoves their strong hands with poor equity realization postflop. This mainly includes low pocket pairs and weak offsuit Ax."",
  ""Graph Explanation"": ""The graph displays the SB shoving range with color coding: dark red indicates hands that should be shoved. The chart includes a range of starting hands, with strong emphasis on low pocket pairs and weak offsuit Ax hands being shoved. Each cell represents a possible starting hand combination, indicating whether it should be shoved or not based on its position. For example, AA, KK, and suited connectors show various probabilities, highlighting key shoving strategies.""
}
```"
1144,"```json
{
  ""page_number"": 301,
  ""content"": ""Suited-connected hands like T8s and 76s have more equity vs this range than offsuit broadways."",
  ""graph_explanation"": ""The graph is a matrix that displays BB equity vs shoves for various starting hands. The matrix uses color-coding to indicate different equity levels. Each cell represents a specific hand or range of hands such as AA, AKs, AKo, etc., and their equity percentage against a shove. For example, AA has 87% equity, AKs has 61.3% equity, and offsuit combinations like A5o have 38.24% equity. The graph emphasizes the strength of suited-connectors like T8s and 76s, which are highlighted as having higher equity compared to offsuit broadway hands.""
}
```"
1145,"```json
{
  ""page_number"": 302,
  ""content"": ""[8-Max MTT, 35bb] UTG opens and faces a 3-bet from UTG1. Which statement is true when comparing a chip EV sim and an ICM sim with stack sizes of 60-35-30-5-10-55-25-20 (between UTG and UTG1)?"",
  ""questions"": ""Which statement is true when comparing a chip EV sim and an ICM sim with stack sizes of 60-35-30-5-10-55-25-20 (between UTG and UTG1)?"",
  ""graph_explanation"": {
    ""graph1"": ""The graph displays a decision matrix for an 8-Max MTT with 35bb. The actions are laid out for each position: \n- UTG can Fold, Call, Raise 14, or Raise 35.\n- UTG1's options are Fold, Call, Raise 7, or All-In 35.\n- LJ can Fold, Raise 14, or All-In 30.\n- HJ can Fold or Call.\n- CO's actions are Fold or All-In 10.\n- BTN can Fold, Raise 14, or All-In 55.\n- SB has the option to Fold, All-In 25.\n- BB can Fold or All-In 20.""
  }
}
```"
1146,"```json
{
  ""Page Number"": 302,
  ""Content"": ""4-BETTING AS THE CHIP LEADER\n\nCorrect answer\nC: UTG continues tighter with ICM and mainly as a raise"",
  ""Graph Explanation"": {
    ""Graph1"": ""The graph illustrates the UTG strategy with ICM (Independent Chip Model) considerations. The chart shows a range matrix with percentages, color-coded actions for various hands covering combos like AKs, AKo, KQs, and other pocket pairs down to 22. The colors denote different poker actions: green indicates strong hands likely to continue, blue shows marginal hands folded or not continued, and red suggests hands like A5s and K9o are often raised. The tactical focus shifts differentially with this matrix, showing which hands to raise, fold, or potentially call with.""
  }
}
```"
1147,"```json
{
  ""Page Number"": 302,
  ""Content"": ""UTG1 is incentivized to play tight because they are likely to outlast the shortstacks and increase their prize by playing passively. Their 3-bet range is very strong and UTG cannot profitably continue very wide."",
  ""Graph Explanation"": ""The graph titled 'UTG1 strategy vs UTG RFI' shows the hand range for UTG1 in a matrix format. The grid displays percentages and combinations of card pairs: suited, off-suited, and pocket pairs. Red indicates folds, green indicates 3-bets, and blue likely indicates calls. Cards such as A♠K♠, A♥K♥, and A♦K♦ are highlighted in the top left as strong hands, showing a high 3-bet frequency. Lower combinations like 9♣5♣ and 8♦2♦ appear in the blue section, likely representing folds or lower action frequency.""
}
```"
1148,"```json
{
  ""page_number"": 302,
  ""content"": ""UTG has increased fold equity when 4-betting because UTG1 calls off very tight to preserve their stack. UTG1 mostly folds AKo to a 4-bet shove.\n\nThis incentivizes UTG to 4-bet aggressively."",
  ""graph_explanation"": {
    ""graph1"": {
      ""title"": ""UTG1 strategy vs UTG 4-bet shove"",
      ""details"": ""The graph displays a matrix showing the different hands and their frequency of being played as a response to a UTG 4-bet shove. Specific hands like AKs, QQ, and AQs are shown in different colors to indicate varying strategies. The leftmost columns represent high card value pairs and suited combinations (e.g., AKo, AKs), with other hands fading out in clarity indicating less frequency or a fold. Some hands are marked with percentages or actions, like 'fold,' to show UTG1's behavior against a 4-bet shove.""
    }
  }
}
```"
1149,"```json
{
  ""Page Number"": 303,
  ""Content"": ""[4-Handed MTT, ICM] How does BB construct their 3-betting range vs a SB RFI with stacks of 10-15-60-40 (CO to BB)?\n\nA: Condensed\nB: Linear\nC: Merged\nD: Polarized"",
  ""Graph Explanation"": {
    ""graph1"": {
      ""CO"": {
        ""actions"": [""FOLD"", ""RAISE 2"", ""RAISE 6"", ""ALLIN 10""]
      },
      ""BTN"": {
        ""actions"": [""FOLD"", ""RAISE 2"", ""RAISE 9"", ""ALLIN 15""]
      },
      ""SB"": {
        ""actions"": [""FOLD"", ""CALL"", ""RAISE 3"", ""RAISE 40""]
      },
      ""BB"": {
        ""actions"": [""FOLD"", ""CALL"", ""RAISE 12"", ""ALLIN 40""]
      }
    }
  },
  ""Questions"": ""How does BB construct their 3-betting range vs a SB RFI with stacks of 10-15-60-40 (CO to BB)?""
}
```"
1150,"```json
{
  ""Page Number"": 303,
  ""Content"": ""3-BETTING BVB AS THE MID STACK\n\nCorrect answer\nD: Polarized"",
  ""Questions"": null,
  ""Graph Explanation"": {
    ""graph1"": {
      ""title"": ""BB strategy vs SB RFI"",
      ""description"": ""The graph is a matrix representing possible hand combinations and the corresponding strategies when the Big Blind (BB) is reacting to a Small Blind (SB) raise-first-in (RFI) scenario in a poker game. Different colors indicate different actions: red for fold, green for call, and blue for 3-bet or raise.""
    }
  }
}
```"
